Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,V TAT,C TAT,Cancelled Rides by Customer,Cancelled Rides by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Payment Method,Ride Distance,Driver Ratings,Customer Rating
27-02-2024,10:55,CNR6076118574,Cancelled by Driver,CUST53360,Prime Sedan,Location 36,Location 7,NAN,NAN,NAN,Personal & Car related issues,NAN,NAN,NAN,NAN,NAN,NAN,NAN
15-02-2024,01:00,CNR9473982020,Success,CUST47375,Prime Plus,Location 31,Location 46,2.3,2.8,NAN,NAN,NAN,NAN,1175.24,Card,8,4.9,3.4
11-02-2024,13:02,CNR5313462978,Incomplete,CUST11326,Prime Sedan,Location 6,Location 45,NAN,NAN,NAN,NAN,Yes,Vehicle Breakdown,NAN,NAN,NAN,NAN,NAN
13-02-2024,17:12,CNR6544874726,Cancelled by Driver,CUST10924,eBike,Location 2,Location 3,NAN,NAN,NAN,Personal & Car related issues,NAN,NAN,NAN,NAN,NAN,NAN,NAN
03-02-2024,05:09,CNR2717104852,Success,CUST93956,Prime Plus,Location 33,Location 15,3.3,6,NAN,NAN,NAN,NAN,495.43,UPI,20.4,3.2,3.8
06-02-2024,01:06,CNR9285390070,Success,CUST13940,Prime Sedan,Location 29,Location 12,2.5,5.1,NAN,NAN,NAN,NAN,276.82,Card,10.3,4.8,3.4
26-02-2024,06:34,CNR3602453266,Success,CUST82624,Prime Sedan,Location 3,Location 38,8,9.8,NAN,NAN,NAN,NAN,907,UPI,19.1,5,3.2
27-02-2024,02:44,CNR4406385397,Success,CUST23817,Prime Sedan,Location 50,Location 45,9.6,6.8,NAN,NAN,NAN,NAN,360.09,UPI,10.3,4.5,4.1
21-02-2024,13:27,CNR9586778230,Incomplete,CUST62099,Mini,Location 32,Location 17,NAN,NAN,NAN,NAN,Yes,Vehicle Breakdown,NAN,NAN,NAN,NAN,NAN
07-02-2024,16:04,CNR2708666246,Success,CUST85216,Prime Plus,Location 37,Location 26,2.2,6.1,NAN,NAN,NAN,NAN,468.01,Cash,23.1,3,4.2
20-02-2024,09:49,CNR6989871595,Incomplete,CUST87309,Prime SUV,Location 17,Location 27,NAN,NAN,NAN,NAN,Yes,Other Issue,NAN,NAN,NAN,NAN,NAN
17-02-2024,21:55,CNR2996594373,Success,CUST17248,Auto,Location 25,Location 26,4.6,10.1,NAN,NAN,NAN,NAN,358.33,UPI,19.3,3.9,3.5
19-02-2024,01:29,CNR3798781361,Success,CUST40353,Mini,Location 8,Location 26,5.4,7.6,NAN,NAN,NAN,NAN,234.57,UPI,21.6,3.6,4.3
06-02-2024,17:07,CNR7490576120,Success,CUST23546,Prime Plus,Location 12,Location 27,9.6,13.2,NAN,NAN,NAN,NAN,424.2,Wallet,14.6,4,4.8
10-02-2024,14:07,CNR5590995701,Incomplete,CUST45620,Mini,Location 30,Location 7,NAN,NAN,NAN,NAN,Yes,Vehicle Breakdown,NAN,NAN,NAN,NAN,NAN
19-02-2024,23:20,CNR3364175403,Success,CUST23549,Bike,Location 14,Location 34,8.3,2.3,NAN,NAN,NAN,NAN,333.34,UPI,13.7,4.8,4.3
28-02-2024,10:52,CNR1133015317,Success,CUST73193,Mini,Location 49,Location 40,6.3,7.4,NAN,NAN,NAN,NAN,199.88,Wallet,20,4.4,4.2
09-02-2024,12:14,CNR1189464190,Cancelled by Driver,CUST13984,Prime SUV,Location 10,Location 25,NAN,NAN,NAN,Customer related issue,NAN,NAN,NAN,NAN,NAN,NAN,NAN
26-02-2024,21:00,CNR1138086709,Cancelled by Customer,CUST82737,eBike,Location 45,Location 15,NAN,NAN,Wrong Address,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
20-02-2024,16:57,CNR4777685752,Cancelled by Driver,CUST62026,Prime Sedan,Location 35,Location 6,NAN,NAN,NAN,Personal & Car related issues,NAN,NAN,NAN,NAN,NAN,NAN,NAN
02-02-2024,17:06,CNR1641830388,Cancelled by Driver,CUST56092,Prime Sedan,Location 16,Location 20,NAN,NAN,NAN,Customer related issue,NAN,NAN,NAN,NAN,NAN,NAN,NAN
14-02-2024,03:20,CNR4277644615,Success,CUST80765,Prime Sedan,Location 8,Location 9,5.9,9,NAN,NAN,NAN,NAN,192.12,Cash,12.8,4.6,4.8
01-02-2024,08:58,CNR2552503657,Success,CUST73683,Prime Plus,Location 48,Location 1,8.6,8.5,NAN,NAN,NAN,NAN,115.45,Wallet,12.2,3.8,3.5
13-02-2024,12:27,CNR7118662484,Success,CUST64164,eBike,Location 2,Location 11,6.2,12.2,NAN,NAN,NAN,NAN,1664.67,Card,13.7,5,3.7
08-02-2024,12:02,CNR7799390567,Cancelled by Customer,CUST54942,Auto,Location 4,Location 42,NAN,NAN,Change of plans,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
19-02-2024,23:18,CNR4180440486,Success,CUST98908,Bike,Location 12,Location 33,1.6,1.5,NAN,NAN,NAN,NAN,338.72,Card,7.2,5,4.1
17-02-2024,06:02,CNR5898883437,Cancelled by Driver,CUST61101,Mini,Location 10,Location 20,NAN,NAN,NAN,The customer was coughing/sick,NAN,NAN,NAN,NAN,NAN,NAN,NAN
08-02-2024,01:58,CNR5811524341,Cancelled by Customer,CUST15983,eBike,Location 32,Location 43,NAN,NAN,AC is not working,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
17-02-2024,09:51,CNR5157151737,Cancelled by Driver,CUST83893,Auto,Location 3,Location 25,NAN,NAN,NAN,Customer related issue,NAN,NAN,NAN,NAN,NAN,NAN,NAN
12-02-2024,13:13,CNR5919861326,Success,CUST63971,Bike,Location 37,Location 33,2.9,2.5,NAN,NAN,NAN,NAN,455.56,UPI,3.8,3.3,4.6
21-02-2024,00:39,CNR6678307033,Success,CUST30045,Auto,Location 23,Location 33,7.2,1.9,NAN,NAN,NAN,NAN,839.19,Cash,19.5,3.4,3.2
19-02-2024,11:43,CNR2484002934,Cancelled by Driver,CUST56397,Mini,Location 18,Location 16,NAN,NAN,NAN,Personal & Car related issues,NAN,NAN,NAN,NAN,NAN,NAN,NAN
12-02-2024,02:17,CNR6400589980,Success,CUST56703,Prime Sedan,Location 31,Location 30,5.8,4.4,NAN,NAN,NAN,NAN,317.18,Cash,16,4.9,3.5
17-02-2024,22:08,CNR8141665437,Success,CUST57944,Prime Sedan,Location 3,Location 10,8.8,13.1,NAN,NAN,NAN,NAN,2352.77,Card,16.8,3.6,4
26-02-2024,08:38,CNR2495936167,Success,CUST38657,Prime SUV,Location 34,Location 39,9.9,3.5,NAN,NAN,NAN,NAN,2444.93,Wallet,18.6,3,4.6
19-02-2024,19:07,CNR4755316689,Cancelled by Driver,CUST91386,Prime Plus,Location 27,Location 9,NAN,NAN,NAN,Personal & Car related issues,NAN,NAN,NAN,NAN,NAN,NAN,NAN
20-02-2024,21:14,CNR3484196801,Success,CUST20067,Mini,Location 13,Location 16,8.9,13.7,NAN,NAN,NAN,NAN,268.36,Wallet,12.9,4.9,3.3
22-02-2024,17:48,CNR9617166203,Success,CUST36549,Mini,Location 39,Location 31,8.1,9.6,NAN,NAN,NAN,NAN,1829.97,Wallet,23.5,3.2,3.6
20-02-2024,09:26,CNR2921562564,Success,CUST94711,Bike,Location 11,Location 22,1.5,8.6,NAN,NAN,NAN,NAN,172.86,Cash,23.5,4,3.1
28-02-2024,00:20,CNR9928959360,Success,CUST13614,Bike,Location 5,Location 34,6.4,9.6,NAN,NAN,NAN,NAN,321.29,UPI,15,4,4.5
07-02-2024,01:32,CNR8056381067,Success,CUST78574,Auto,Location 44,Location 49,5.1,12,NAN,NAN,NAN,NAN,134.65,Cash,24.2,4.4,3.1
03-02-2024,13:41,CNR3649094106,Success,CUST25034,Bike,Location 11,Location 23,1.6,4.7,NAN,NAN,NAN,NAN,74.05,Card,21.4,4.2,3.9
20-02-2024,23:33,CNR3027320657,Cancelled by Driver,CUST53387,Prime Plus,Location 45,Location 2,NAN,NAN,NAN,Personal & Car related issues,NAN,NAN,NAN,NAN,NAN,NAN,NAN
03-02-2024,17:51,CNR9450864890,Success,CUST55626,eBike,Location 17,Location 47,8.2,5.5,NAN,NAN,NAN,NAN,1566.83,Card,17.1,3.8,3.7
08-02-2024,16:10,CNR4271835434,Success,CUST19766,Prime Plus,Location 41,Location 36,1.9,4.8,NAN,NAN,NAN,NAN,270.15,UPI,8.4,4.1,4.5
03-02-2024,05:34,CNR7045370595,Success,CUST12302,eBike,Location 3,Location 19,8.1,1.3,NAN,NAN,NAN,NAN,1073.89,UPI,10.3,3.9,3.9
17-02-2024,16:52,CNR2238511808,Incomplete,CUST18910,Auto,Location 29,Location 26,NAN,NAN,NAN,NAN,Yes,Vehicle Breakdown,NAN,NAN,NAN,NAN,NAN
19-02-2024,01:26,CNR8988242271,Success,CUST87515,Mini,Location 19,Location 22,2.6,1.4,NAN,NAN,NAN,NAN,1427.27,Cash,14.4,4.3,3.1
08-02-2024,08:58,CNR1582968459,Cancelled by Driver,CUST73911,Mini,Location 7,Location 6,NAN,NAN,NAN,Customer related issue,NAN,NAN,NAN,NAN,NAN,NAN,NAN
03-02-2024,01:56,CNR9811518679,Cancelled by Driver,CUST83135,Prime SUV,Location 21,Location 32,NAN,NAN,NAN,Personal & Car related issues,NAN,NAN,NAN,NAN,NAN,NAN,NAN
20-02-2024,16:34,CNR8931506792,Cancelled by Driver,CUST65828,eBike,Location 16,Location 13,NAN,NAN,NAN,Customer related issue,NAN,NAN,NAN,NAN,NAN,NAN,NAN
21-02-2024,01:07,CNR1034440479,Success,CUST74498,Prime Plus,Location 27,Location 48,8.9,2.8,NAN,NAN,NAN,NAN,439.15,Card,19.2,3.8,4.5
02-02-2024,22:40,CNR7604196773,Cancelled by Driver,CUST77023,Bike,Location 27,Location 43,NAN,NAN,NAN,More than permitted people in there,NAN,NAN,NAN,NAN,NAN,NAN,NAN
25-02-2024,11:40,CNR3292388751,Success,CUST66901,Prime Sedan,Location 19,Location 15,2.5,11.9,NAN,NAN,NAN,NAN,1604.64,Cash,9.9,4.3,4.2
04-02-2024,19:48,CNR3410250796,Success,CUST19110,Bike,Location 15,Location 35,3,3.3,NAN,NAN,NAN,NAN,2461.86,Cash,6,4.8,3.8
28-02-2024,12:38,CNR7960677839,Success,CUST71714,Mini,Location 19,Location 45,5.9,3.2,NAN,NAN,NAN,NAN,716.56,Cash,2.2,4.8,3.8
18-02-2024,09:12,CNR3543893484,Success,CUST69558,eBike,Location 1,Location 50,5.7,14.8,NAN,NAN,NAN,NAN,2513.25,Wallet,23.3,3.2,3.4
25-02-2024,08:35,CNR5224401185,Cancelled by Driver,CUST23367,Prime SUV,Location 48,Location 38,NAN,NAN,NAN,More than permitted people in there,NAN,NAN,NAN,NAN,NAN,NAN,NAN
27-02-2024,06:47,CNR5309190124,Success,CUST18124,Prime Plus,Location 12,Location 44,8.7,7.3,NAN,NAN,NAN,NAN,372.65,Cash,11.1,4.4,3.8
04-02-2024,10:38,CNR1311564230,Cancelled by Driver,CUST32442,Prime Sedan,Location 19,Location 28,NAN,NAN,NAN,More than permitted people in there,NAN,NAN,NAN,NAN,NAN,NAN,NAN
25-02-2024,20:39,CNR9086750823,Cancelled by Driver,CUST74656,Prime Sedan,Location 47,Location 2,NAN,NAN,NAN,Personal & Car related issues,NAN,NAN,NAN,NAN,NAN,NAN,NAN
22-02-2024,05:06,CNR7796058598,Success,CUST79307,Bike,Location 37,Location 47,4.8,3.9,NAN,NAN,NAN,NAN,353.37,Card,3.1,5,4.8
17-02-2024,11:25,CNR4837767452,Success,CUST17276,Auto,Location 26,Location 40,9.5,15,NAN,NAN,NAN,NAN,785.77,Cash,18.3,5,3.4
14-02-2024,01:19,CNR7319291978,Success,CUST33615,eBike,Location 31,Location 4,9.5,2.4,NAN,NAN,NAN,NAN,130.11,Card,7,3.3,4.9
02-02-2024,04:02,CNR1447361201,Success,CUST36342,Mini,Location 13,Location 47,9.7,10.3,NAN,NAN,NAN,NAN,2729.2,Card,19.7,3.1,3.8
25-02-2024,09:45,CNR3522222701,Incomplete,CUST76775,Prime SUV,Location 40,Location 5,NAN,NAN,NAN,NAN,Yes,Other Issue,NAN,NAN,NAN,NAN,NAN
02-02-2024,22:54,CNR6000939513,Success,CUST45949,Prime Sedan,Location 37,Location 19,7.3,1.3,NAN,NAN,NAN,NAN,414.13,UPI,8.9,3.5,4.5
17-02-2024,16:18,CNR2322662076,Cancelled by Driver,CUST20512,Auto,Location 29,Location 49,NAN,NAN,NAN,More than permitted people in there,NAN,NAN,NAN,NAN,NAN,NAN,NAN
08-02-2024,12:14,CNR1239296883,Incomplete,CUST37789,Prime Sedan,Location 11,Location 2,NAN,NAN,NAN,NAN,Yes,Other Issue,NAN,NAN,NAN,NAN,NAN
03-02-2024,10:06,CNR5531911065,Success,CUST25244,Bike,Location 18,Location 8,7.1,11.9,NAN,NAN,NAN,NAN,2741.76,Wallet,20,4.8,3.4
28-02-2024,11:31,CNR3194325403,Success,CUST85366,Auto,Location 12,Location 31,9.2,3.4,NAN,NAN,NAN,NAN,437.33,Wallet,20.8,4.1,3.5
05-02-2024,16:34,CNR2554778346,Cancelled by Driver,CUST11991,eBike,Location 8,Location 49,NAN,NAN,NAN,Customer related issue,NAN,NAN,NAN,NAN,NAN,NAN,NAN
28-02-2024,17:17,CNR6316297429,Success,CUST50592,Mini,Location 6,Location 21,6.2,12,NAN,NAN,NAN,NAN,208.35,Cash,9.8,4.1,3.9
08-02-2024,00:31,CNR4968210899,Cancelled by Driver,CUST89303,eBike,Location 1,Location 33,NAN,NAN,NAN,The customer was coughing/sick,NAN,NAN,NAN,NAN,NAN,NAN,NAN
09-02-2024,02:44,CNR7118374573,Success,CUST43755,Prime SUV,Location 47,Location 46,4.2,5.7,NAN,NAN,NAN,NAN,996.2,Cash,4.4,3.5,3.8
03-02-2024,00:30,CNR6146361747,Success,CUST31973,eBike,Location 1,Location 16,2.7,9.2,NAN,NAN,NAN,NAN,130.93,UPI,4.6,4.4,3.3
19-02-2024,01:12,CNR4713226250,Success,CUST90901,Prime SUV,Location 50,Location 48,4.2,4.6,NAN,NAN,NAN,NAN,2613.94,Cash,7.5,3.7,3.6
17-02-2024,21:09,CNR8256839100,Success,CUST55271,Prime Sedan,Location 15,Location 46,6.5,13.1,NAN,NAN,NAN,NAN,239.64,Cash,14.2,3.8,3.8
13-02-2024,16:41,CNR1064085446,Cancelled by Driver,CUST80317,Mini,Location 43,Location 50,NAN,NAN,NAN,Customer related issue,NAN,NAN,NAN,NAN,NAN,NAN,NAN
03-02-2024,20:10,CNR4858765731,Success,CUST20292,Auto,Location 42,Location 48,5.4,3.6,NAN,NAN,NAN,NAN,1112.61,UPI,20.3,4.4,5
16-02-2024,06:59,CNR8216688956,Cancelled by Customer,CUST58003,Mini,Location 2,Location 46,NAN,NAN,Change of plans,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
02-02-2024,23:19,CNR8968443799,Cancelled by Driver,CUST25329,eBike,Location 18,Location 32,NAN,NAN,NAN,The customer was coughing/sick,NAN,NAN,NAN,NAN,NAN,NAN,NAN
13-02-2024,14:11,CNR1751332940,Success,CUST19946,Prime SUV,Location 29,Location 18,2.5,4.4,NAN,NAN,NAN,NAN,377.71,Card,24.1,4,3.6
24-02-2024,14:15,CNR9276490904,Cancelled by Driver,CUST89522,Bike,Location 47,Location 45,NAN,NAN,NAN,Customer related issue,NAN,NAN,NAN,NAN,NAN,NAN,NAN
13-02-2024,21:05,CNR5811473562,Success,CUST12030,Mini,Location 12,Location 7,8.5,13.4,NAN,NAN,NAN,NAN,221.52,Cash,13.3,4.4,3.1
07-02-2024,01:50,CNR5392899840,Cancelled by Customer,CUST33238,Bike,Location 41,Location 21,NAN,NAN,AC is not working,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
24-02-2024,01:34,CNR8587552439,Success,CUST70106,Prime SUV,Location 28,Location 20,2.2,4.2,NAN,NAN,NAN,NAN,310.05,UPI,24.1,3.4,3.1
23-02-2024,22:36,CNR5824461955,Success,CUST82750,Prime Sedan,Location 49,Location 4,1.1,10.1,NAN,NAN,NAN,NAN,313.16,Card,5.6,4.2,3.5
21-02-2024,02:28,CNR9540117834,Cancelled by Driver,CUST25227,Auto,Location 8,Location 7,NAN,NAN,NAN,Personal & Car related issues,NAN,NAN,NAN,NAN,NAN,NAN,NAN
19-02-2024,11:01,CNR8907188294,Success,CUST22170,Mini,Location 45,Location 50,6.1,14.9,NAN,NAN,NAN,NAN,950.62,Card,9.2,4.6,4.7
25-02-2024,21:53,CNR3747447071,Success,CUST67953,Prime SUV,Location 36,Location 16,8.5,12.2,NAN,NAN,NAN,NAN,220.37,Cash,15,4.3,3.9
26-02-2024,16:47,CNR6696384650,Cancelled by Driver,CUST98830,eBike,Location 6,Location 12,NAN,NAN,NAN,Personal & Car related issues,NAN,NAN,NAN,NAN,NAN,NAN,NAN
08-02-2024,14:02,CNR9998046634,Cancelled by Driver,CUST46716,Auto,Location 18,Location 14,NAN,NAN,NAN,More than permitted people in there,NAN,NAN,NAN,NAN,NAN,NAN,NAN
07-02-2024,05:40,CNR4733297838,Cancelled by Driver,CUST32701,Prime Sedan,Location 5,Location 36,NAN,NAN,NAN,Personal & Car related issues,NAN,NAN,NAN,NAN,NAN,NAN,NAN
28-02-2024,02:05,CNR3608019457,Incomplete,CUST22873,eBike,Location 20,Location 5,NAN,NAN,NAN,NAN,Yes,Vehicle Breakdown,NAN,NAN,NAN,NAN,NAN
18-02-2024,22:26,CNR3748918913,Cancelled by Driver,CUST36067,eBike,Location 10,Location 32,NAN,NAN,NAN,The customer was coughing/sick,NAN,NAN,NAN,NAN,NAN,NAN,NAN
06-02-2024,02:53,CNR1008071742,Success,CUST85463,eBike,Location 19,Location 48,5.1,5.5,NAN,NAN,NAN,NAN,1990.37,Wallet,9.2,4.2,4
25-02-2024,12:50,CNR3240956423,Cancelled by Driver,CUST11287,Prime Sedan,Location 44,Location 38,NAN,NAN,NAN,Customer related issue,NAN,NAN,NAN,NAN,NAN,NAN,NAN
02-02-2024,02:07,CNR8808861334,Cancelled by Driver,CUST98609,Auto,Location 6,Location 24,NAN,NAN,NAN,Personal & Car related issues,NAN,NAN,NAN,NAN,NAN,NAN,NAN
10-02-2024,01:21,CNR4617088711,Success,CUST63615,eBike,Location 48,Location 41,7,10.6,NAN,NAN,NAN,NAN,190.24,Card,12.9,4.8,4.5
13-02-2024,20:35,CNR1620028131,Success,CUST11829,Bike,Location 44,Location 37,9.9,9.7,NAN,NAN,NAN,NAN,828.9,Wallet,16.2,4.6,3.9
07-02-2024,17:41,CNR7967588970,Success,CUST93647,Prime Plus,Location 8,Location 37,6.8,5.5,NAN,NAN,NAN,NAN,211.64,Wallet,10.9,4,3.6
15-02-2024,03:11,CNR5593976934,Cancelled by Customer,CUST56479,Auto,Location 34,Location 6,NAN,NAN,AC is not working,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
06-02-2024,15:28,CNR1585186323,Success,CUST82867,Bike,Location 41,Location 29,9.2,6.3,NAN,NAN,NAN,NAN,367.44,Cash,21.9,3.5,4.5
28-02-2024,12:03,CNR8004990816,Success,CUST14573,Prime SUV,Location 23,Location 31,6,3.2,NAN,NAN,NAN,NAN,189,Cash,16.3,4,3.5
21-02-2024,09:02,CNR1801143496,Cancelled by Driver,CUST99503,Prime SUV,Location 2,Location 44,NAN,NAN,NAN,The customer was coughing/sick,NAN,NAN,NAN,NAN,NAN,NAN,NAN
12-02-2024,23:05,CNR8822027847,Success,CUST72832,Mini,Location 18,Location 48,8.3,11.4,NAN,NAN,NAN,NAN,246.62,Cash,14.6,4.8,4.7
11-02-2024,06:42,CNR6870741030,Success,CUST78136,Prime Sedan,Location 49,Location 33,8.1,10.9,NAN,NAN,NAN,NAN,81,Card,17.4,4,3.6
14-02-2024,10:45,CNR6039404228,Success,CUST30063,Mini,Location 29,Location 41,4.7,11,NAN,NAN,NAN,NAN,156.4,Cash,13.8,4.7,3.3
24-02-2024,18:03,CNR5884281618,Success,CUST73394,Prime Sedan,Location 46,Location 23,5.5,6.2,NAN,NAN,NAN,NAN,438.51,Cash,10.6,3.1,3.2
01-02-2024,08:21,CNR9485796905,Cancelled by Driver,CUST41067,Prime Sedan,Location 19,Location 5,NAN,NAN,NAN,Personal & Car related issues,NAN,NAN,NAN,NAN,NAN,NAN,NAN
01-02-2024,21:03,CNR5992831814,Success,CUST47685,Prime SUV,Location 27,Location 37,10,4.9,NAN,NAN,NAN,NAN,142.29,UPI,17.3,3.9,3.2
04-02-2024,20:09,CNR7855065937,Success,CUST65511,Mini,Location 31,Location 22,1.1,2.8,NAN,NAN,NAN,NAN,285.01,UPI,1.3,4.8,4.9
18-02-2024,05:29,CNR9799650661,Cancelled by Driver,CUST51823,Prime Plus,Location 38,Location 46,NAN,NAN,NAN,More than permitted people in there,NAN,NAN,NAN,NAN,NAN,NAN,NAN
21-02-2024,17:02,CNR3554247034,Cancelled by Customer,CUST78111,Mini,Location 9,Location 44,NAN,NAN,Driver is not moving towards pickup location,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
08-02-2024,19:03,CNR2369014982,Success,CUST35075,Prime SUV,Location 12,Location 19,5,2.9,NAN,NAN,NAN,NAN,480.09,Wallet,7,3.1,3.8
12-02-2024,16:45,CNR6102268020,Success,CUST14325,eBike,Location 11,Location 49,4.1,6.1,NAN,NAN,NAN,NAN,128.56,UPI,2.6,3.4,4.6
18-02-2024,15:37,CNR9040691409,Success,CUST76017,Prime Sedan,Location 11,Location 17,9.3,12.4,NAN,NAN,NAN,NAN,308.16,Wallet,12.5,4.8,3.7
20-02-2024,06:23,CNR7009266367,Success,CUST58679,eBike,Location 39,Location 43,2.6,13,NAN,NAN,NAN,NAN,990.18,UPI,10.2,3.8,4.6
05-02-2024,09:30,CNR8598406400,Success,CUST36767,Prime Plus,Location 21,Location 36,7.9,12.5,NAN,NAN,NAN,NAN,540.53,Card,25,3.4,3.9
26-02-2024,03:52,CNR9753925082,Success,CUST23777,Prime Plus,Location 13,Location 17,2.5,14.3,NAN,NAN,NAN,NAN,1763.97,Wallet,17.6,4,3.6
12-02-2024,13:45,CNR3570063255,Success,CUST91520,Bike,Location 49,Location 17,7.4,10.5,NAN,NAN,NAN,NAN,419.07,Card,11.2,3,4.4
10-02-2024,08:52,CNR3696843884,Cancelled by Customer,CUST78468,Prime Sedan,Location 12,Location 38,NAN,NAN,Change of plans,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
09-02-2024,10:37,CNR2614423676,Success,CUST55028,Prime Plus,Location 32,Location 16,3.9,13.8,NAN,NAN,NAN,NAN,112.57,UPI,15.2,3.4,3.9
10-02-2024,22:12,CNR6547262104,Success,CUST71758,Prime Plus,Location 14,Location 17,5.5,11.4,NAN,NAN,NAN,NAN,203.42,Card,23.1,3.2,3.1
13-02-2024,14:40,CNR5896570306,Cancelled by Customer,CUST38131,Prime SUV,Location 17,Location 9,NAN,NAN,Wrong Address,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
07-02-2024,01:13,CNR9369706542,Success,CUST28075,Mini,Location 36,Location 6,8.1,6.1,NAN,NAN,NAN,NAN,251.81,Cash,15.6,4.8,3.2
05-02-2024,08:35,CNR5651032606,Success,CUST15907,Auto,Location 20,Location 44,5.1,14.8,NAN,NAN,NAN,NAN,404.14,Card,14.1,4.7,4.2
08-02-2024,12:54,CNR9324994334,Incomplete,CUST30705,Prime Plus,Location 37,Location 33,NAN,NAN,NAN,NAN,Yes,Vehicle Breakdown,NAN,NAN,NAN,NAN,NAN
21-02-2024,15:56,CNR2078587754,Cancelled by Driver,CUST14755,Prime Plus,Location 47,Location 48,NAN,NAN,NAN,Customer related issue,NAN,NAN,NAN,NAN,NAN,NAN,NAN
04-02-2024,11:13,CNR2737806455,Cancelled by Driver,CUST37431,Prime Sedan,Location 50,Location 43,NAN,NAN,NAN,More than permitted people in there,NAN,NAN,NAN,NAN,NAN,NAN,NAN
12-02-2024,23:11,CNR4473255054,Cancelled by Driver,CUST35950,Prime SUV,Location 4,Location 3,NAN,NAN,NAN,The customer was coughing/sick,NAN,NAN,NAN,NAN,NAN,NAN,NAN
16-02-2024,22:58,CNR1754424566,Success,CUST93958,Mini,Location 41,Location 6,3.6,7.8,NAN,NAN,NAN,NAN,1189.74,Wallet,10.7,4.1,3.9
23-02-2024,20:19,CNR7220290760,Success,CUST42022,Prime Sedan,Location 39,Location 44,2,13,NAN,NAN,NAN,NAN,81.88,Cash,11,4.9,4
20-02-2024,09:12,CNR4180591610,Cancelled by Driver,CUST47605,Prime SUV,Location 13,Location 44,NAN,NAN,NAN,Personal & Car related issues,NAN,NAN,NAN,NAN,NAN,NAN,NAN
17-02-2024,15:18,CNR1865958527,Success,CUST54963,Bike,Location 47,Location 19,1.6,2.5,NAN,NAN,NAN,NAN,301.18,Cash,4.9,3.5,4
21-02-2024,09:36,CNR8624149491,Success,CUST48273,eBike,Location 31,Location 39,9.2,2.4,NAN,NAN,NAN,NAN,186.61,Wallet,5.6,4.2,4
24-02-2024,09:36,CNR6699176252,Success,CUST71526,Prime SUV,Location 42,Location 5,9.2,6.7,NAN,NAN,NAN,NAN,476.49,Card,2.6,3.8,3.8
09-02-2024,11:18,CNR9364470284,Success,CUST82213,Auto,Location 47,Location 50,8.4,1.5,NAN,NAN,NAN,NAN,96.05,Wallet,13.2,4.1,3.3
11-02-2024,02:25,CNR3494526443,Success,CUST59390,Mini,Location 21,Location 25,9.3,8.8,NAN,NAN,NAN,NAN,2300.95,Wallet,9.1,4.9,3.6
16-02-2024,05:44,CNR9152826585,Cancelled by Driver,CUST25033,Mini,Location 40,Location 42,NAN,NAN,NAN,More than permitted people in there,NAN,NAN,NAN,NAN,NAN,NAN,NAN
02-02-2024,13:27,CNR5405029136,Success,CUST49265,Mini,Location 33,Location 16,4.7,14.3,NAN,NAN,NAN,NAN,283.4,UPI,19.8,4,3.8
20-02-2024,20:54,CNR6404750640,Success,CUST83943,Prime Sedan,Location 43,Location 9,8.8,1.1,NAN,NAN,NAN,NAN,1001.11,Wallet,16.1,4.3,4.3
13-02-2024,12:55,CNR3207003204,Success,CUST95562,Bike,Location 43,Location 26,6.2,8,NAN,NAN,NAN,NAN,147.51,Wallet,24.2,3.9,3.2
14-02-2024,12:56,CNR3865794251,Success,CUST45187,Auto,Location 23,Location 38,6.1,3,NAN,NAN,NAN,NAN,556.74,Wallet,14.5,4.1,4.7
08-02-2024,22:37,CNR5446758578,Success,CUST33732,Bike,Location 40,Location 34,7.3,6.3,NAN,NAN,NAN,NAN,422.7,UPI,16.4,4.3,3.9
20-02-2024,11:57,CNR8931738532,Success,CUST87693,Prime Plus,Location 42,Location 10,5.7,8.1,NAN,NAN,NAN,NAN,108,Cash,20,4.1,4
05-02-2024,11:14,CNR5893959359,Success,CUST70933,eBike,Location 40,Location 31,8.7,4.1,NAN,NAN,NAN,NAN,118.44,Cash,1.3,4,3.6
15-02-2024,01:46,CNR8727583708,Success,CUST50287,Prime SUV,Location 23,Location 32,7.1,12.8,NAN,NAN,NAN,NAN,322.89,Wallet,12.4,4.8,3.7
28-02-2024,01:45,CNR8967681667,Success,CUST11408,Auto,Location 8,Location 49,1.4,5.4,NAN,NAN,NAN,NAN,1859.76,Wallet,5,4.4,4.4
15-02-2024,15:14,CNR2008688185,Success,CUST38201,Prime Plus,Location 24,Location 36,8,10.7,NAN,NAN,NAN,NAN,474.17,Cash,9,4.6,4.7
01-02-2024,15:16,CNR4687092990,Cancelled by Driver,CUST26263,Bike,Location 41,Location 36,NAN,NAN,NAN,Personal & Car related issues,NAN,NAN,NAN,NAN,NAN,NAN,NAN
